Pris,Model,Detaljer,Beskrivelse,Lokation,ForhandlerID,Forhandler_navn,Forhandler_adresse,Forhandler_CVR,Link_til_bil,car_id
289.900 kr.,VW ID.4Pro Performance 5d,"9/2022, 27.000 km, 514 km rækkevidde, El","Highlights. ️19 alufælge. ️Svingbart træk elektrisk. ️Dab radio. ️Adaptiv fartpilot. ️360 kamera. ️El betjent bagklap. ️Skiltegenkendelse. ️Navigation. ️Apple carplay. ️Android auto. ️Digitalt cockpit. ️Dellæder. ️Elklapbare sidespejle m. varme, fuld led ️Forlygter. ️Vognbaneassistent. ️Blindvinkelsassistent. ️Mørktonede ruder i bag. . 77kwh 510 km rækkevidde. . 19 alufælge, svingbart træk elektrisk, dab radio, adaptiv fartpilot. 360 kamera, el betjent bagklap, skiltegenkendelse, navigation, apple carplay, android auto, digitalt cockpit, dellæder, elklapbare, sidespejle m. varme, fuld led forlygter, vognbaneassistent, blindvinkelsassistent, mørktonede ruder i bag, træthedsregistrering, elektrisk parkeringsbremse, parkeringssensor bag, parkeringssensor for, bakkamera, led kørelys, automatisk lys, varme i rat, fjernb. c.lås, nøglefri betjening, kørecomputer, infocenter, startspærre, auto. nedbl. bakspejl, alarm, udv. temp. måler, regnsensor, usb tilslutning, sædevarme, 4x elruder, el indst. forsæder, elruder, dæktryksmåler, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, internet, trådløs mobilopladning, læderrat, fjernlysassistent, svingbart træk manuel, aftag. træk, træk","Tønder, Syd- og Sønderjylland",id2089,Detaljer,"Ribe Landevej  55, 6270 Tønder",CVR-nr.: 39632217,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6363117,6363117
259.700 kr.,VW ID.4Pro Performance 5d,"9/2021, 44.000 km, 517 km rækkevidde, El","FREMHÆVET INFO. . ️BLACK NOVEMBER ️. . ️LIGE NU giver vi dig 12 måneders GARANTI 24 måneders GRATIS serviceaftale med, når du køber ELBIL hos os️. . Gælder kun t.o.m 30112024. . Ring for at høre nærmere. . ️Information om denne elbil️. Rækkevidde på 512 kilometer WLTP. 3faset AC opladning. Batteri garanti på 8 år eller 160.000 km. fra 1. reg. dato. AC opladningstid 11 kwh ca. 8 timer. DC opladningstid 125 kwh 29 min 1080. . NB Bilen er på vej hjem ring og hør nærmere.. . ️ Aftageligt anhængertræk. ️ 3 faser 11KW og hurtigladning. ️ Elsammenklaplige spejle. ️ Varme i rat. ️ Mangangrå metalic. ️ Appstyring af kabinevarmer. ️ Med undvigeassistent, med. drejeassistent. ️ LED forlygter og baglygter. ️ Adaptiv fartpilot. ️ Bakkamera. ️ 20 alufælge. ️ Apple Carplay Android Auto. ️ Parkeringssensor for og bag. ️ Sædevarme. ️ Regnssensor. ️ Lyssensor. ️ Navigation. ️ Wired Wireless AppConnect. ️ Vognbaneassistent. Med mere.. . GRØNT BILLÅN 2631 kr. i månedlig ydelse efter skat med 52.000 kr. i udbetaling. UDEN udbetaling tilbydes også.. . ️ FORDELENE VED LÅN GENNEM OS. . Markedets laveste rente. Hurtig kreditvurdering. Fuld fleksibilitet billige indfrielsesvilkår. Du bevarer dine lånemuligheder i banken. Variabel eller fast rente. . ️ Vi er beliggende kun 25 min. kørsel nord for Aalborg. ️ Vi handler med hele Danmark Ring og få en videofremvisning af bilen. ️ Medlem af DBFU Dansk Bilforhandler Union DIN tryghed for en sikker bilhandel. . Forbehold for taste fejl samt bildata aut., alu., varme i rat, airc., fuldaut. klima, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, startspærre, udv. temp. måler, regnsensor, sædevarme, højdejust. førersæde, elruder, elklapbare sidespejle m. varme, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, cdradio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, apple carplay, armlæn, isofix, bagagerumsdækken, kopholder, dellæder, splitbagsæde, læderrat, automatisk lys, fjernlysassistent, led kørelys, fuld led forlygter, airbag, abs, antispin, esp, servo, vognbaneassistent, mørktonede ruder i bag, ikke ryger, træk, aftag. træk.","Hjørring, Nordjylland",id11493,Detaljer,"Georg Jensens Vej 11, 9800 Hjørring",CVR-nr.: 39256282,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6360208,6360208
249.800 kr.,VW ID.4Pro Performance 5d,"8/2021, 55.000 km, 517 km rækkevidde, El","FREMHÆVET INFO. . ️BLACK NOVEMBER ️. . ️LIGE NU giver vi dig 12 måneders GARANTI 24 måneders GRATIS serviceaftale med, når du køber ELBIL hos os️. . Gælder kun t.o.m 30112024. . Ring for at høre nærmere. . ️Information om denne elbil️. Rækkevidde på 512 kilometer WLTP. 3faset AC opladning. Batteri garanti på 8 år eller 160.000 km. fra 1. reg. dato. AC opladningstid 11 kwh ca. 8 timer. DC opladningstid 125 kwh 29 min 1080. . NB Bilen er på vej hjem ring og hør nærmere.. . ️ Aftageligt anhængertræk. ️ 3 faser 11KW og hurtigladning. ️ Elsammenklaplige spejle. ️ Varme i rat. ️ Blue metalic. ️ Appstyring af kabinevarmer. ️ Med undvigeassistent, med. drejeassistent. ️ LED forlygter og baglygter. ️ Adaptiv fartpilot. ️ Bakkamera. ️ 20 alufælge. ️ Apple Carplay Android Auto. ️ Parkeringssensor for og bag. ️ Sædevarme. ️ Regnssensor. ️ Lyssensor. ️ Navigation. ️ Wired Wireless AppConnect. ️ Vognbaneassistent. Med mere.. . GRØNT BILLÅN 2331 kr. i månedlig ydelse efter skat med 50.000 kr. i udbetaling. UDEN udbetaling tilbydes også.. . ️ FORDELENE VED LÅN GENNEM OS. . Markedets laveste rente. Hurtig kreditvurdering. Fuld fleksibilitet billige indfrielsesvilkår. Du bevarer dine lånemuligheder i banken. Variabel eller fast rente. . ️ Vi er beliggende kun 25 min. kørsel nord for Aalborg. ️ Vi handler med hele Danmark Ring og få en videofremvisning af bilen. ️ Medlem af DBFU Dansk Bilforhandler Union DIN tryghed for en sikker bilhandel. . Forbehold for taste fejl samt bildata. aut., alu., varme i rat, fuldaut. klima, airc., fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, startspærre, udv. temp. måler, regnsensor, sædevarme, højdejust. førersæde, elruder, elklapbare sidespejle m. varme, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, cdradio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, apple carplay, armlæn, isofix, bagagerumsdækken, kopholder, dellæder, splitbagsæde, læderrat, automatisk lys, led kørelys, fuld led forlygter, airbag, abs, antispin, esp, servo, vognbaneassistent, ikke ryger, træk, aftag. træk, mørktonede ruder i bag, fjernlysassistent.","Hjørring, Nordjylland",id11493,Detaljer,"Georg Jensens Vej 11, 9800 Hjørring",CVR-nr.: 39256282,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6360145,6360145
219.900 kr.,VW ID.4Pro Performance 1ST 5d,"4/2021, 74.400 km, 499 km rækkevidde, El","Klar til levering, med 0, i udbetaling. . Highlight af udstyr. . LEVERES NYSYNET OG NYSERVICERET. VARME I RAT. NØGLEFRI BETJENING . ADAPTIV FARTPILOT. SÆDEVARME. BAKKAMERA. TRÆTHEDSREGISTRERING. SKILTEGENKENDELSE. AUTOMATISK NØDBREMSESYSTEM. VOGNBANEASSISTENT. APPLE CARPLAY ANDROID AUTO. NAVIGATION. . aut., alu., varme i rat, airc., fuldaut. klima, 2 zone klima, elektrisk kabinevarmer, alarm, c.lås, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. førersæde, elruder, 4x elruder, elspejle, elklapbare sidespejle, elklapbare sidespejle m. varme, elspejle mvarme, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, dæktryksmåler, elektrisk parkeringsbremse, skiltegenkendelse, vognbaneassistent, automatisk nødbremsesystem, træthedsregistrering, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, android auto, apple carplay, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, stofindtræk, dellæder, splitbagsæde, læderrat, automatisk lys, led kørelys, airbag, abs, antispin, esp, servo, tagræling, tonede ruder, mørktonede ruder i bag, ikke ryger, nysynet, lev. nysynet. . FINANSIERING MED 0, KR I UDBETALING . . TILKØB OP TIL 36 MDRS CARGARANTIE. . DENNE BIL HOLDER I SLAGELSE. . Attraktiv finansiering, med og uden udbetaling. . Over 700 gode brugte biler på lager tre afdelinger i Køge, Slagelse og Århus. . Vi tager gerne din brugte bil i bytte Vi glæder os til at byde dig velkommen hos MP Biler i Køge, Slagelse og Århus.. . ÅBNINGSTIDER MAN FRE 091700 LØR 10.3016 SØN 10.3016.. TLF 21 99 07 05","Slagelse, Syd- og Vestsjælland",id12974,Detaljer,"Teknikvej 1, 4200 Slagelse",CVR-nr.: 41134712,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6361262,6361262
229.900 kr.,VW ID.4Pro Performance 1ST 5d,"6/2021, 72.000 km, 490 km rækkevidde, El","BEMÆRK Vi anbefaler, at du booker en tid for at undgå ventetid bestilling er KUN gyldig, når bekræftelse er modtaget. Bestillinger foregår via telefon 75 89 51 11 eller infoallanhansen.dk. Prøvekørsel om søndagen er kun muligt mod forudgående bekræftede aftale. Vinder af titlen som Årets Brugtvognsforhandler 2023 ved AutoAwards. Mangangrau Metallic, Forberedt til Træk, Adaptiv Fartpilot, Varmepumpe, Fuld LED Kørelys, 20 Alufælge, Bakkamera, Forsædevarme, Parkeringssensor for bag, Fjernlysassistent, Nøglefri betjening, 2Zone Klimaanlæg, Læderrat m. Multifunktion, Ready 2 Discover lydsystem, Apple Carplay, Android Auto, Bluetooth, Discover Pro navigationssystem, Multimedieinfotainment Display, Elektriske udvendige spejle justerbar, opvarmet foldbar, Indvendig spejl m. Automatisk nedblænding, Forsæder højdejusterbar, Ambientbelysning, Projektionsfunktion, Vognbaneassistent, Bremseassistent, Nødbremsefunktion, Airbag, ESound, Baghjulstræk, Isofix, DAB, Regnsensor. Vi har siden 1981 solgt mere end 40.000 biler se altid ca. 250 på www.allanhansen.dk","Daugård, Østjylland",id2386,Detaljer,"Gl Vejlevej 63, 8721 Daugård",CVR-nr.: 16257303,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6310224,6310224
189.900 kr.,VW ID.4Pure Performance 5d,"10/2021, 97.000 km, 343 km rækkevidde, El","RIGTIG FIN UDSTYRET ID.4 MED SVINGBAR TRÆK. . BILEN ER UDSTYRET. Anhængertræk, kan klappes udind mekanisk. og udløses elektrisk. Lædermultifunktionsrat, elopvarmet. Sædevarme til forsæder. Med undvigeassistent, med. drejeassistent. Klimakomfortrude. Nøglefrit låse og startsystem. Keyless Advanced med comfort adgang. Vognbaneassistent. Sidespejl med elektrisk ind og udklapning, elektrisk indstilling, separat elopvarmet. Tyverialarm, kabineovervågning, backuphorn og bortslæbningsovervågning. Navigationssystem. Parkeringshjælp forrest og bagest. Adaptiv fartpilot. Komforttelefonering med LTE og. wireless charging. Varmepumpe. Med bakkamerasystem. Climatronic 3zoner med. Klimabetjeningsdel bagest. 18 letmetalfælge Falon. Teknikpakke. Komfortpakke Plus. Interiørpakke Style Grey. og meget mere.. . DANSK AF NY.. 1 EJER.. . Attraktiv finansiering tilbydes med og uden udbetaling . . Vi tager gerne din brugte bil i bytte, uanset stand, årgang og kilometer.. Husk venligst altid at ringe inden du kører hjemmefra, så du ikke kører forgæves, hvis vi skulle være ude af huset.. . Vi tager forbehold for taste trykfejl, aut.geartiptronic, 18 alufælge, varme i rat, airc., fuldaut. klima, 3 zone klima, elektrisk kabinevarmer, alarm, c.lås, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, 4x elruder, elklapbare sidespejle m. varme, bakkamera, parkeringssensor for, parkeringssensor bag, adaptiv fartpilot, elektrisk parkeringsbremse, træthedsregistrering, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, trådløs mobilopladning, usb tilslutning, isofix, kopholder, dellæder, splitbagsæde, læderrat, automatisk lys, kurvelys, led kørelys, fuld led forlygter, airbag, abs, esp, servo, vognbaneassistent, automatisk nødbremsesystem, 1 ejer, ikke ryger, lev. nysynet, service ok, træk, aftag. træk, svingbart træk manuel, svingbart træk elektrisk","Sønderborg, Syd- og Sønderjylland",id11392,Detaljer,"Ellegårdvej 34, 6400 Sønderborg",CVR-nr.: 44104407,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-performance-5d/6359792,6359792
197.700 kr.,VW ID.4Pro Performance 5d,"3/2021, 117.000 km, 517 km rækkevidde, El","Bilen står på Følfodvej 3 Vodskov . . ÅBENT ALLE UGENS 7 DAGE, MANDAGFREDAG kl.9.301900 LØRDAG SØNDAG KL.11.0016.00. . ️76KWh batteri . ️3 faset ccs hurtigladning . ️Opgivet elektrisk rækkevidde 517km. . Bemærkelsesværdigt udstyr . Bakkamera. Adaptiv Fartpilot. Psensorer forbag. 2 zonet klimaanlæg. Bluetooth streaming . Sædevarme på forsæder. Apple CarplayAndroid Auto . Original integreret navigation . . Finansierings tilbydes, både med og uden udbetaling. Til markedets laveste priser.. . Vi tilbyder attraktive og billige ejerskifteforsikringer for at øge trygheden ved dit bilkøb.. . Vi tilbyder AutoConcept ejerskifteforsikring, der tilbyder billig attraktiv ejerskifteforsikringer for at øge trygheden ved dit bilkøb.. . 3 hurtige om os. ️ Vi sælger omkring 3.500 biler om året. ️ Vi er altid smilende og i godt humør. ️ Vi kan hjælpe dig, hvis du skal købe din nye bil, sælge den gamle eller lade din bil indgå i en byttehandel . . Kontaktinformation . 96 54 20 20. infoautotorvet.dk . Følfodvej 3, 9310 Vodskov. . aut., alu., airc., fuldaut. klima, 2 zone klima, c.lås, fjernb. c.lås, nøglefri betjening, fartpilot, adaptiv fartpilot, infocenter, startspærre, auto. nedbl. bakspejl, udv. temp. måler, sædevarme, højdejust. førersæde, elruder, 4x elruder, elspejle, bakkamera, parkeringssensor bag, parkeringssensor for, elektrisk parkeringsbremse, radio Touch, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, apple carplay, vognbaneassistent, automatisk nødbremsesystem, træthedsregistrering, skiltegenkendelse, usb tilslutning, armlæn, isofix, kopholder, kunstlæderalcantara , splitbagsæde, læderrat, automatisk lys, led kørelys, fuld led forlygter, 6 airbags, abs, esp, servo, mørktonede ruder i bag, lev. nysynet","Vodskov, Nordjylland",id10747,Detaljer,"Følfodvej 3, 9310 Vodskov",CVR-nr.: 35142126,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6359693,6359693
289.900 kr.,VW ID.4Pro Performance 1ST Max 5d,"10/2021, 13.000 km, 490 km rækkevidde, El","VW ID.4 1st Pro Perfomance Max i den fede Blue Dusk lakering . Der er mulighed for at eftermontere anhængertræk, hvorefter bilen må trække hele 1000 kg. . Elbilsspecifikationer . 77 kWh batteri.. 490 km WLTP rækkevidde.. 204 hestekræfter. . 11 kW AC opladning.. 125 kW DC opladning.. . Udstyr i hovedtræk . Vamepumpe.. Adaptiv fartpilot.. Elektrisk bagklap.. Nøglefri betjening.. Matrix LED forlygter.. 360 kamera.. Glastag,. Head up display,. og meget, meget mere.. OBS Importbil, udstyr kan afvige fra dansk standard. . . Kontakt os for et attraktivt tilbud på finansiering og forsikring. . Vi tager din brugte bil i bytte.. ️ Vi tilbyder at tegne udvidet garanti via Fragus. . httpswww.nellemann.dk. . . db. airbags, fjernlysassistent, automatisk nødbremsesystem, varme i rat, headup display, navigation, airbag, splitbagsæde, c.lås, sædevarme, parkeringssensor bag, tonede ruder, håndfrit til mobil, fartpilot, el betjent bagklap, airc., isofix, ESP, ABS, alarm, antispin, 2 zone klima, aut., bakkamera, kørecomputer, multifunktionsrat, regnsensor, servo, udv. temp. måler, USB tilslutning, højdejust. førersæde, læderrat, LED kørelys, elklapbare sidespejle m. varme, dæktryksmåler, Internet, fuld LED forlygter, infocenter, musikstreaming via bluetooth, træthedsregistrering, parkeringssensor for, højdejust. forsæde, glastag, 4x elruder, elektrisk parkeringsbremse, nøglefri betjening, 360 kamera, adaptiv fartpilot, DAB radio, bluetooth, armlæn, bagagerumsdækken, kopholder, automatisk lys, mørktonede ruder i bag, digitalt cockpit, skiltegenkendelse, alu., lane assist, fuldaut. klima","Roskilde, Syd- og Vestsjælland",id12828,Detaljer,"Betonvej 1, 4000 Roskilde",CVR-nr.: 18036800,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-max-5d/6359530,6359530
317.900 kr.,VW ID.4Pro Performance 5d,"11/2023, 11.000 km, 531 km rækkevidde, El","fuldaut. klima, 19 alufælge, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, sædevarme, elruder, elspejle, bakkamera, parkeringssensor for og bag, adaptiv fartpilot, dab radio, navigation, multifunktionsrat, bluetooth, usb tilslutning, armlæn, isofix, læderrat, airbag, abs, antispin, esp, servo, vognbaneassistent, blindvinkelsassistent, tagræling, dellæderalcantara, Bemærk bilen er importeret, udstyr kan derfor variere i forhold til danske versioner","Rødekro, Syd- og Sønderjylland",id2074,Detaljer,"Østergade 57-59, 6230 Rødekro",CVR-nr.: 20749148,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6360391,6360391
324.900 kr.,VW ID.4Pro Performance 5d,"11/2023, 2.500 km, 531 km rækkevidde, El","fuldaut. klima, 19 alufælge, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, sædevarme, elruder, elspejle, bakkamera, parkeringssensor for og bag, adaptiv fartpilot, dab radio, navigation, multifunktionsrat, bluetooth, usb tilslutning, armlæn, isofix, læderrat, airbag, abs, antispin, esp, servo, vognbaneassistent, blindvinkelsassistent, tagræling, dellæderalcantara, Bemærk bilen er importeret, udstyr kan derfor variere i forhold til danske versioner","Rødekro, Syd- og Sønderjylland",id2074,Detaljer,"Østergade 57-59, 6230 Rødekro",CVR-nr.: 20749148,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6360394,6360394
309.995 kr.,VW ID.41ST Max 5d,"9/2021, 25.000 km, 490 km rækkevidde, El","Highlights. 21 alufælge. 360 kamera. Travel assist inkl. Lane Assist, TrafficJam Assist og Emergency Assist. Blindvinkelsassistent. svingbart træk. headup display. navigation. el indst. Forsæder. glastag. apple carplay. android auto. nøglefri betjening. el betjent bagklap. adaptiv fartpilot. skiltegenkendelse. træthedsregistrering. Undervogn med adaptiv dæmpning inkl. køreprofilindstilling. LED Matrix forlygter IQ.Light. . . . 77kwh 510 km rækkevidde. . Varmepumpe, 21 alufælge, 360 kamera, adaptiv fartpilot, el betjent bagklap, navigation, headup display, apple carplay, android auto, blindvinkelsassistent, vognbaneassistent, svingbart træk, el indst. forsæder, fjernlysassistent, fuld led forlygter, skiltegenkendelse, træthedsregistrering, glastag, 3 zone klima, varme i rat, kørecomputer, infocenter, varme i forrude, udv. temp. måler, regnsensor, sædevarme, 4x elruder, elklapbare sidespejle m. varme, bakkamera, parkeringssensor bag, parkeringssensor for, elektrisk parkeringsbremse, dab radio, multifunktionsrat, bluetooth, digitalt cockpit, usb tilslutning, trådløs mobilopladning, stofindtræk, dellæder, læderrat, automatisk lys, led kørelys, automatisk nødbremsesystem. . . Mulige tilkøb. Undervognsbehandling 5.500, 00 kr.. 19 vinterhjulstål 15.395, 00 kr.. Bagagerumsbakke 569, 00 kr.. . Grøntlån tilbydes, samt finansiering uden udbetaling.","Svendborg, Fyn",id20368,Detaljer,"Englandsvej 1, 5700 Svendborg",CVR-nr.: 44322560,https://www.bilbasen.dk/brugt/bil/vw/id4/1st-max-5d/6359294,6359294
279.995 kr.,VW ID.41ST Max 5d,"9/2021, 69.000 km, 490 km rækkevidde, El","Highlights. 21 alufælge. 360 kamera. Vognbaneassistent. Blindvinkelsassistent. svingbart træk. headup display. navigation. el indst. Forsæder. glastag. apple carplay. android auto. nøglefri betjening. el betjent bagklap. adaptiv fartpilot. skiltegenkendelse. træthedsregistrering. . 77kwh 510 km rækkevidde. . 21 alufælge, 360 kamera, adaptiv fartpilot, el betjent bagklap, navigation, headup display, apple carplay, android auto, blindvinkelsassistent, vognbaneassistent, svingbart træk, el indst. forsæder, fjernlysassistent, fuld led forlygter, skiltegenkendelse, træthedsregistrering, nøglefri betjening, glastag, 3 zone klima, varme i rat, kørecomputer, infocenter, varme i forrude, udv. temp. måler, regnsensor, sædevarme, 4x elruder, elklapbare sidespejle m. varme, bakkamera, parkeringssensor bag, parkeringssensor for, elektrisk parkeringsbremse, dab radio, multifunktionsrat, bluetooth, digitalt cockpit, usb tilslutning, trådløs mobilopladning, dellæder, læderrat, automatisk lys, led kørelys, automatisk nødbremsesystem. . . Mulige tilkøb. Undervognsbehandling 5.500, 00 kr.. 19 vinterhjulstål 15.395, 00 kr.. Bagagerumsbakke 569, 00 kr.. . Grønt lån tilbydes, samt finansiering uden udbetaling.","Svendborg, Fyn",id20368,Detaljer,"Englandsvej 1, 5700 Svendborg",CVR-nr.: 44322560,https://www.bilbasen.dk/brugt/bil/vw/id4/1st-max-5d/6359192,6359192
299.995 kr.,VW ID.4Pro Performance 5d,"8/2022, 28.000 km, 514 km rækkevidde, El","Moonstone Grey. Anhængertræk med svingbar krog og elfrigørelse. Bakkamera inkl. 360 gr. Area View. Panoramaglastag i mørkt glas med elektrisk solgardin. Bagklap med elbetjening samt Easy openclose funktion. LED Matrix forlygter IQ.Light, Dynamic Light Assist. Travel assist inkl. Lane Assist, TrafficJam Assist og Emergency Assist. Climatronic klimaanlæg med 2 zoner og Air Care. Headup display med Augmented Reality. Blind Spot sensor. Stemmebetjening. Ambientebelysning i 10 farver. Vejskiltegenkendelse. Lyddæmpende for og sideruder inkl. tonede ruder bag med 65 lysabsorbering. Multifunktionslæderrat med varme. Isofix. Forsæder med indstillelig varme. Forrude opvarmelig uden tråde, lyddæmpet og infrarød reflekterende. Nøglefri betjening Advanced. Automatisk nedblændeligt bakspejl. Sidespejle elklapbare og elopvarmelige. Navigation Discover Pro. PreCrash forbereder personer i bilen på en mulig ulykke ved at stramme seler og lukker ruder. Parkeringssensorer. Front assist inkl. City Emergency Brake med fodgænger og cykel overvågning. Regnsensor. 61 Højttalere. Adaptiv fartpilot m. Stop and Go funktion. AppConnect inkl. Wireless Apple Carplay og Android Auto. . Grønt lån tilbydes, samt lån uden udbetaling.","Svendborg, Fyn",id20368,Detaljer,"Englandsvej 1, 5700 Svendborg",CVR-nr.: 44322560,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6359143,6359143
294.900 kr.,VW ID.4Pro Performance 5d,"11/2023, 4.000 km, 517 km rækkevidde, El","KUN 2,99 I RENTE . . Køb denne bil i dag og få en vanvittig rente på KUN 2,99, når du finansierer gennem Kvalitetsbiler.dk . . Gælder kun alle nyere el og hybridbiler op til 5 år . Gælder kun ved finansiering gennem Kvalitetsbiler.dk . Gælder kun ved udbetaling på minimum 20 . Første betaling efter månedens udløb plus én måned. ________________________________________________________. . Vi anbefaler, at du booker en prøvekørsel for at undgå ventetid. . Bestillinger foregår via vores hjemmeside www.kvalitetsbiler.dk eller på Bookingkvalitetsbiler.dk 75801011.. Vi glæder os til at se dig. . Fremhævet udstyr på bilen. Tilskudsvarmer Ekstra varme luft, elektrisk. Adaptiv Fartpilot. Kings Red Metallic farve . Elopvarmet Multifunktionsrat. Parkeringsassistent IPA. Intelligent Park Assist. Front Assist, der advarer og bremser. 360 Kamera. Bakkamera Parkeringssensor forbag. Apple CarPlay Android Auto. Med undvigeassistent, med drejeassistent. Trådløs Mobilopladning. Navigationssystem inkl. medie og internetpakke. Matrix Forlygter. LEDbaglygte. Vognbaneskiftassistent BLIS. Design Pakke. Komfortpakke. Multimediapakke. Assistentpakke Plus. Interiørpakke Style Grey. Træthedsregistrering. Ambientebelysning udvendigt, lysende stylingelementer i siden. Sædevarme til forsæder. Og meget mere. . Manfre 09.0017.00. Lør 10.0016.00. Sønhelligdage 10.0016.00. . Vi tager forbehold for tryk og tastefejl.. . Bil id 138762","Tørring, Syd- og Sønderjylland",id2344,Detaljer,"Torvegade 155a, 7160 Tørring",CVR-nr.: 16231991,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6359090,6359090
264.900 kr.,VW ID.41ST Max 5d,"9/2021, 62.000 km, 490 km rækkevidde, El","KUN 2,99 I RENTE. . Køb denne bil i dag og få en vanvittig rente på KUN 2,99, når du finansierer gennem Kvalitetsbiler.dk. . Gælder kun alle nyere el og hybridbiler op til 5 år. Gælder kun ved finansiering gennem Kvalitetsbiler.dk. Gælder kun ved udbetaling på minimum 20. Første betaling efter månedens udløb plus én måned. ________________________________________________________. . Vi anbefaler, at du booker en prøvekørsel for at undgå ventetid.. Bestillinger foregår via vores hjemmeside www.kvalitetsbiler.dk eller på Bookingkvalitetsbiler.dk 75801011.. Vi glæder os til at se dig. . Fremhævet udstyr på bilen. Varmepumpe inkl. Thermostyring af batteriet. Svingbart Anhængertræk 1.000 kg. Adaptiv Fartpilot. Reality Headup Display. 21 Alufælge. Panorama Glastag. Infotainment pakke. Matrix Forlygter. Elopvarmet Multifunktionsrat. Adaptiv undervognsregulering med kontinuerlig betjening. Ekstravarme luft, elektrisk. Trådløs Mobilopladning. LEDbaglygte, animerede lysfunktioner. Vognbaneassistent samt Emergency Assist og køassistent. Apple CarPlay Android Auto. Front Assist, der advarer og bremser. Træthedsregistrering. Elektrisk sædeindstilling til begge forsæder inkl. memory i førersædet og sædedybdeindstilling. Undvigeassistent, med drejeassistent. Sædevarme til forsæder. Vognbaneskiftassistent. Variabelt bundpladekoncept. Og meget mere. . Manfre 09.0017.00. Lør 10.0016.00. Sønhelligdage 10.0016.00. . Vi tager forbehold for tryk og tastefejl.. . Bil id 138886","Tørring, Syd- og Sønderjylland",id2344,Detaljer,"Torvegade 155a, 7160 Tørring",CVR-nr.: 16231991,https://www.bilbasen.dk/brugt/bil/vw/id4/1st-max-5d/6359071,6359071
