Pris,Model,Detaljer,Beskrivelse,Lokation,ForhandlerID,Forhandler_navn,Forhandler_adresse,Forhandler_CVR,Link_til_bil
269.900 kr.,VW ID.4Pro Performance Family 5d,"6/2021, 35.000 km, 517 km rækkevidde, El","KAMPAGNE TILBUD:
GRATIS LADESTANDER INKL. MONTERING*🔋
ELLER 20.000 KR. I SKROTPRÆMIE VED KØB OG FINANSIERING!*☀️

- FRA 0 KR. I UDBETALING✅
- ""Fremragende"" på trustpilot ✅
""Høflighed er gratis og med ærlighed kommer man længst""
- Høj kundeservice siden 1996🤝
- Gratis levering i hele DK✈️
- 30 dages ombytningsret 🌟
_____________________________
OPLEV BILEN I 360 GRADER, KOPIER LINKS FORNEDEN:📽

INDVENDIGE 360:📸

https://files.autokuva.com/rafmotors/ID4GRAVAERKSTED/inside/

UDVENDIGE 360:📸

https://files.autokuva.com/rafmotors/ID4GRAVAERKSTED/outside/
_______________________________

3 GODE GRUNDE:

STORT BATTERI - LANG RÆKKEVIDDE

LAV PRIS FOR LÆKKER VELKENDT ELBIL

MASSER AF PLADS TIL HELE FAMILIEN
_________________________________________
Udstyrshøjdepunkter:
- 20"" alufælge
- Varmepumpe !!
- Varme i rat
- Varme i sæder
- 3 Zone klimaanlæg
- Bakkamera
- Parkeringssensor (For & Bag)
- Panorama glastag
- Trådløs mobilopladning
- Multifunktions læderrat
- Adaptiv fartpilot
- Automatisk lys m. fjernlysassistent
Og meget mere...

 aut., alu., airc., fuldaut. klima, elektrisk kabinevarmer, c.lås, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, højdejust. førersæde, el-ruder, 4x el-ruder, el-spejle, el-klapbare sidespejle, el-klapbare sidespejle m. varme, el-spejle m/varme, parkeringssensor (bag), parkeringssensor (for), adaptiv fartpilot, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, dab+ radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, android auto, apple carplay, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, stofindtræk, splitbagsæde, læderrat, sportssæder, automatisk lys, led kørelys, fuld led forlygter, airbag, 6 airbags, abs, antispin, esp, servo, vognbaneassistent, automatisk nødbremsesystem, ikke ryger, lev. nysynet, 20"" alufælge, bakkamera, 3 zone klima, glastag, trådløs mobilopladning, dellæder, varme i rat, tonede ruder, mørktonede ruder i bag, fjernlysassistent

_________________________________

PRIVAT LEASING TILBUD:
9.900 Første gangs ydelse ydelse
4.495 Mdr. ydelse
36 mdr. løbetid
11 mdr. binding
30 dages opsigelse
15.000 km årligt
(+350 kr. mdr. hver ekstra 5.000 km årligt)

Bilen afleveres retur til FDM.

INKL. FULD GARANTI OG SERVICE I HELE PERIODEN I HELE DK","Horsens, Østjylland",id2316,Detaljer,"Vejlevej 160, 8700 Horsens",CVR-nr.: 25328582,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-family-5d/6318789
229.900 kr.,VW ID.4Pro Performance 5d,"6/2021, 72.000 km, 517 km rækkevidde, El","Hos Auto-House Hvidovre! - VW ID4 er den perfekte familiebil! ID.4 er en stor og rummelig SUV med en næsten lodret bagende, der giver gode pladsforhold i bagagerummet. Med en rækkevide på 517 km!

Udvalgt udstyr: 
✔ Svingbart Træk
✔ Varmepumpe
✔ Navigation 
✔ Apple Carplay og Android Auto 
✔ Parkeringssensor for og bag 
✔ Varme i forrude 
✔ Varme i rattet og forsæder 
✔ Adaptiv fartpilot 
✔ Mulighed for bakkamera (8000kr.)

Derudover: 
19"" alufælge, 2 zone klima, el-klapbare sidespejle m. varme, multifunktionsrat, armlæn, isofix, automatisk nødbremsesystem, vognbaneassistent, fjernb. c.lås, skiltegenkendelse, led kørelys,, kørecomputer, infocenter, udv. temp. måler, regnsensor, højdejust. førersæde, 4x el-ruder, dab radio, bluetooth, musikstreaming via bluetooth, digitalt cockpit, trådløs mobilopladning, usb tilslutning, bagagerumsdækken, kopholder, stofindtræk, splitbagsæde, automatisk lys, m.m

✔ Attraktiv finansiering tilbydes med og uden udbetaling!","Hvidovre, København",id1154,Detaljer,"Gammel Køge Landevej 471, 2650 Hvidovre",CVR-nr.: 27582028,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6284656
209.900 kr.,VW ID.4Pure 5d,"8/2021, 20.000 km, 340 km rækkevidde, El","Highlights

⭐19"" alufælge
⭐CCS Hurtiglader op til 50 KW 
⭐2 zone klima
⭐Kørecomputer
⭐android auto
⭐apple carplay
⭐udv. temp. Måler
⭐sædevarme
⭐højdejust. Forsæder
⭐4x el-ruder
⭐el-klapbare sidespejle m. varme
⭐parkeringssensor (bag)
⭐parkeringssensor (for)
⭐dæktryksmåler
⭐skiltegenkendelse
⭐træthedsregistrering
⭐navigation
⭐multifunktionsrat
⭐håndfrit til mobil
⭐bluetooth
⭐digitalt cockpit
⭐stofindtræk
⭐led kørelys
⭐automatisk nødbremsesystem

OBS!
Bilen er med fartbegrænser og ikke fartpilot

🔋52kwh batteri - 340 km rækkevidde🔋

Med varmepumpe

Inkl. vinterhjul.



19"" alufælge, 2 zone klima, kørecomputer, udv. temp. måler, sædevarme, højdejust. forsæder, 4x el-ruder, el-klapbare sidespejle m. varme, parkeringssensor (bag), parkeringssensor (for), dæktryksmåler, skiltegenkendelse, træthedsregistrering, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, digitalt cockpit, stofindtræk, led kørelys, automatisk nødbremsesystem, android auto, apple carplay","Tønder, Syd- og Sønderjylland",id2089,Detaljer,"Ribe Landevej  55, 6270 Tønder",CVR-nr.: 39632217,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6036483
289.900 kr.,VW ID.4Family Performance 5d,"12/2021, 30.000 km, 514 km rækkevidde, El","Highlights
⭐ adaptiv fartpilot
⭐ fjernlysassistent
⭐ fuld led forlygter
⭐ vognbaneassistent
⭐ automatisk nødbremsesystem
⭐ apple carplay
⭐ android auto
⭐ navigation
⭐ skiltegenkendelse
⭐ træthedsregistrering
⭐ parkeringssensor (for)
⭐ parkeringssensor (bag)
⭐ bakkamera
⭐ 2 zone klima
⭐ el indst. Forsæder
⭐ glastag
⭐ regnsensor
⭐ sædevarme
⭐ el-klapbare sidespejle m. varme
⭐ stofindtræk
⭐ dellæder
⭐ læderrat

🔋77kwh - 510 km rækkevidde🔋

adaptiv fartpilot, fjernlysassistent, fuld led forlygter, vognbaneassistent, automatisk nødbremsesystem, apple carplay, android auto, navigation, skiltegenkendelse, træthedsregistrering, parkeringssensor (for), parkeringssensor (bag), bakkamera, 2 zone klima, el indst. forsæder, glastag, regnsensor, sædevarme, el-klapbare sidespejle m. varme, stofindtræk, dellæder, læderrat","Tønder, Syd- og Sønderjylland",id2089,Detaljer,"Ribe Landevej  55, 6270 Tønder",CVR-nr.: 39632217,https://www.bilbasen.dk/brugt/bil/vw/id4/family-performance-5d/6214857
394.800 kr.,VW ID.4GTX 4Motion 5d,"4/2023, 150 km, 479 km rækkevidde, El","Få fingrene i denne næsten nye VW ID.4 EL GTX 4Motion 299HK 5d Aut. med kun 250  km på tælleren. Dette køretøj kombinerer topmoderne teknologi og komfort i et stilfuldt design. 

**Beskrivelse:**
Er du på udkig efter en topmoderne, næsten ny elbil med masser af udstyr? Så er denne VW ID.4 EL GTX 4Motion 299HK 5d Aut. fra 2023 lige noget for dig. Med kun 250 km på tælleren får du en næsten ny bil, der er spækket med lækre detaljer og komfort. 

**Udstyr:**
⭐️21"" Alufælge
⭐️3 Zone Klimaanlæg
⭐️360 graders kamera
⭐️Bi-tone
⭐️Bluetooth
⭐️Dellæder
⭐️Digital instrumentering og speedometer
⭐️El bagklap
⭐️Elektrisk parkeringsbremse
⭐️Frontkamera
⭐️Fuld LED forlygter
⭐️Glastag
⭐️Head up display
⭐️Hill assist
⭐️Højdejusterbare forsæder
⭐️Lane assist
⭐️Mørktonede ruder i bag
⭐️Ratvarme
⭐️Sort Himmel og tag
⭐️Touch Skærm
⭐️Trådløs telefonopladning og Apple Carplay & Android Auto
⭐️Udvendig temp. måler
⭐️Varme i forsæderne
⭐️LED Baglygter
⭐️Justerbart rat
⭐️Kopholder
⭐️Læderrat
⭐️Splitbagsæde
⭐️4 x el-ruder
⭐️Adaptiv fartpilot
⭐️Bakkamera
⭐️El-håndbremse
⭐️El-spejle m/varme
⭐️Fjernbetjent centrallås
⭐️Multifunktionsrat
⭐️Nøglefri døre og start
⭐️Parkeringssensor for og bag
⭐️Regnsensor
⭐️USB-C stik
⭐️Vejbaneassistent
⭐️Vognbaneovervågning
⭐️Side Assist


Vil du vide mere eller booke en prøvekørsel? Kontakt os på tlf. 62212004. Bilen står klar i Svendborg og venter på sin nye ejer!

Kom forbi og se denne perle – den venter på dig!. 

lane assist, fjernb. c.lås, bakkamera, multifunktionsrat, regnsensor, kopholder, læderrat, splitbagsæde, 21"" Alufælge, nøglefri betjening, elektrisk parkeringsbremse, parkeringssensor (for), parkeringssensor (bag), udv. temp. måler, højdejust. forsæde, 4x el-ruder, 360° kamera, adaptiv fartpilot, bluetooth, Android Auto, Apple CarPlay, dellæder, automatisk lys, mørktonede ruder i bag, automatisk nødbremsesystem, aut., 3 zone klima","Svendborg, Fyn",id1810,Detaljer,"Odensevej 56, 5700 Svendborg",CVR-nr.: 44883112,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6278029
239.400 kr.,VW ID.4Pro Performance 1ST 5d,"3/2021, 29.000 km, 490 km rækkevidde, El","Fortsat fabriksgaranti frem til 23-03-2026 eller 100.000km

🚗 Highlights: 🚗
🔹 Adaptiv Fartpilot
🔹 Bakkamera
🔹 Lane-assist
🔹 Skiltegenkendelse
🔹 Aktiv Nødbremse
🔹 Parkeringssensor For & Bag
🔹 Apple Carplay / Android auto
🔹 Varme i Rat
🔹 Forlænget Fabriksgaranti
🔹svingbart originalt træk (manuel) kan monteres til 15.000 kr

⚡ Rækkevidde og opladning: ⚡

🔹 Rækkevidde 481 km jf. WLTP
🔹 11 kW AC ladning 0-100% ca. 8 timer 15 min
🔹 143 kW DC ladning 10-80% ca. 27 min
🔹 Op til 143 kW DC hurtigladning
🔹 82 kW batterikapacitet
🔹 77 kW anvendelig batterikapacitet

💲 Fordelagtige finansierings muligheder med både FAST og variabel lavrente!

🚘 Mulighed for op til 36 mdr. mekanisk forsikring

Importbil – udstyr og design kan variere i forhold til en dansk født!

aut., 21"" alufælge, varme i rat, airc., fuldaut. klima, 2 zone klima, elektrisk kabinevarmer, c.lås, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. førersæde, 4x el-ruder, el-spejle, el-klapbare sidespejle m. varme, bakkamera, parkeringssensor (bag), parkeringssensor (for), adaptiv fartpilot, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, android auto, apple carplay, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, dellæder, splitbagsæde, læderrat, tågelygter, automatisk lys, fjernlysassistent, led kørelys, airbag, abs, antispin, esp, servo, vognbaneassistent, automatisk nødbremsesystem, tagræling, mørktonede ruder i bag, service ok, 
svingbart træk (manuel) kan monteres til 14.750 kr","Silkeborg, Østjylland",id12235,Detaljer,"Priorsvej 25 B, 8600 Silkeborg",CVR-nr.: 38907956,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6278730
279.900 kr.,VW ID.4Pro Performance 5d,"6/2022, 10.000 km, 517 km rækkevidde, El","Hos Autohuset Vestergaard er vi specialiseret i at hjælpe dig med dit næste bilkøb. 

Med over 40 års erfaring i køb og salg af alle slags biler står vi klar til at hjælpe dig med lige netop dit behov i forbindelse med dit næste bilkøb. 

⭐ Fartpilot m. Vognbaneassistent  
⭐ Bakkamera m. Parkeringssensor i for & bag 
⭐ Navigation m. Apple CarPlay & Android Auto
⭐ Nøglefri betjening 
⭐ Multifunktionsrat m. El opvarmning 

Hos Autohuset Vestergaard får du altid:
🚚 Serviceaftaler til alle brugte biler. Priserne starter fra kun 130,- pr. måned! 
💳 Attraktive finansieringsmuligheder med og uden udbetaling! 
💼 Konkurrencedygtige forsikringer 
🔄 Vi tager alle biler i bytte! 
💳 Mulighed for udvidet garanti  
 
🏁 Klik ind på Autohuset Vestergaard.dk og tryk på ""Kom igang"" for at se alle dine muligheder! Husk du har 14 dages returret og gratis hjemmelevering ved onlinekøb! 🚀

🚗💨 VW ID.4 Pro Performance er en imponerende elbil, der kombinerer stil og ydeevne. Med sin kraftige elektriske motor får du en glidende og kraftfuld køreoplevelse 🚀. Det rummelige interiør giver komfort til både fører og passagerer 🛋️. ID.4 er udstyret med avanceret teknologi som et intuitivt infotainmentsystem 📱 og sikkerhedsfunktioner som fartpilot og lane assist 🛡️. Den lange rækkevidde på én opladning betyder færre stop ved ladestationen ⚡. Designet er både moderne og aerodynamisk, hvilket gør den til et blikfang på vejen 🌟. Uanset om du pendler til arbejde eller tager på lange køreture, leverer ID.4 Pro Performance en fremragende og miljøvenlig køreoplevelse 🌍. 

1 ejer, blindvinkelsassistent, nysynet, CD/radio, motorkabinevarmer, AUX tilslutning, håndfrit til mobil, skiltegenkendelse, DAB radio, automatisk nødbremsesystem, Apple CarPlay, Android Auto, airc., 4x el-ruder, fartpilot, isofix, fuldaut. klima, ESP, ABS, navigation, airbag, alarm, antispin, c.lås, fjernb. c.lås, el-spejle, bakkamera, kørecomputer, multifunktionsrat, regnsensor, servo, sædevarme, udv. temp. måler, USB tilslutning, højdejust. førersæde, kopholder, armlæn, auto. nedbl. Bakspejl, nøglefri betjening, parkeringssensor, automatisk lys, dæktryksmåler, digitalt cockpit, infocenter, musikstreaming via bluetooth","Svendborg, Fyn",id1818,Detaljer,"Odensevej 42, 5700 Svendborg",CVR-nr.: 18930579,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6276909
229.900 kr.,VW ID.4Pro Performance 1ST 5d,"4/2021, 63.000 km, 490 km rækkevidde, El","⭐⭐⭐BILEN KAN MONTERES MED ELEKTRISK-SVINGBART TRÆK FOR 12.500 KR.⭐⭐⭐

✅19"" alufælge
✅Adaptiv fartpilot
✅Apple CarPlay/Android Auto
✅Bakkamera
✅DAB radio
✅Drejeassistent
✅Frontassist
✅LED-forlygter
✅Laneassist
✅Læderrat med varme
✅Mørke ruder bag
✅Navigation
✅Nøglefri betjening
✅Parkeringsassistent
✅Parkeringssensorer for og bag
✅Servotronic
✅Sæder i læder/alcantara-kombination
✅Undvigeassistent

Benyt dig af et billigt grønt billån med 3,99% i fast rente 💸💸💸","Silkeborg, Østjylland",id10384,Detaljer,"Mørksøvej 1, 8600 Silkeborg",CVR-nr.: 41193220,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6363116
224.900 kr.,VW ID.4Pro Performance 5d,"5/2021, 62.000 km, 517 km rækkevidde, El","🟢 WLTP RÆKKEVIDDE 517 KM
🟢 BATTERI KAPACITET 77 KWH
🟢 LYNLADNING OP TIL 125 KW
🟢 10-80% NED TIL 29 MIN PÅ LYNLADER
🟢 AC LADNING MED 11 KW 10-100% PÅ 7, 30 TIMER
🟢 ADAPTIV FARTPILOT 
🟢 BAKKAMERA 
🟢 PARKERINGSSENSOR FOR OG BAG 
🟢 FJERNLYSASSISTENT 
🟢 FULD LED FORLYGTER 
🟢 TRÆTHEDSREGISTREING 
🟢 SKILTEGENKENDELSE 
🟢 VOGNBANEASSISTENT 
🟢 APPLE CARPLAY 
🟢 ANDROID AUTO 
🟢 DIGITALT COCKPIT 
🟢 NAVIGATION 
🟢 DAB RADIO 
🟢 EL-KLAPBARE SPEJLE MED VARME 
🟢 REGNSENSOR 
🟢 SÆDEVARME 
🟢 VARME I RAT 
🟢 20"" ALUFÆLGE 

 aut., airc., fuldaut. klima, 2 zone klima, fjernb. c.lås, fartpilot, kørecomputer, infocenter, auto. nedbl. bakspejl, udv. temp. måler, højdejust. førersæde, el-ruder, 4x el-ruder, el-spejle, el-klapbare sidespejle,  dæktryksmåler, elektrisk parkeringsbremse, cd/radio, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, usb tilslutning, armlæn, isofix, bagagerumsdækken, dellæder, splitbagsæde, læderrat, airbag, automatisk nødbremsesystem, abs, antispin, esp, servo,  mørktonede ruder i bag, lev. nysynet, service historik. 

🟢 HAR DU EVENTUELT OVERVEJET ?
Udvidet garanti i op til 48 mdr.
Vinterhjul
Undervognsbehandling
Ladeboks
Kom gerne forbi butikken, eller giv os et kald på telefon.

🟢 ØKONOMI
Attraktiv finansiering tilbydes.
kontakt os for et skræddersyet tilbud.

🟢 FORHØR DIG OM
Serviceaftale I Randers
CarGarantie forsikring.

🟢 FOR NÆRMERE INFO

Ring til Tel: 87 95 98 99

Der tages Forbehold for taste fejl","Randers SØ, Østjylland",id4647,Detaljer,"Ebeltoftvej 1, 8960 Randers SØ",CVR-nr.: 28281986,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6307394
239.900 kr.,VW ID.4Pro Performance 1ST 5d,"5/2021, 33.000 km, 517 km rækkevidde, El","🟢 WLTP RÆKKEVIDDE 517 KM
🟢 BATTERI KAPACITET 77 KWH
🟢 LYNLADNING OP TIL 125 KW
🟢 10-80% NED TIL 29 MIN PÅ LYNLADER
🟢 AC LADNING MED 11 KW 10-100% PÅ 7, 30 TIMER
🟢 ADAPTIV FARTPILOT 
🟢 BAKKAMERA 
🟢 PARKERINGSSENSOR FOR OG BAG 
🟢 FJERNLYSASSISTENT 
🟢 FULD LED FORLYGTER 
🟢 TRÆTHEDSREGISTREING 
🟢 SKILTEGENKENDELSE 
🟢 VOGNBANEASSISTENT 
🟢 APPLE CARPLAY 
🟢 ANDROID AUTO 
🟢 DIGITALT COCKPIT 
🟢 NAVIGATION 
🟢 DAB RADIO 
🟢 EL-KLAPBARE SPEJLE MED VARME 
🟢 REGNSENSOR 
🟢 SÆDEVARME 
🟢 VARME I RAT 
🟢 20"" ALUFÆLGE 

 aut., airc., fuldaut. klima, 2 zone klima, fjernb. c.lås, fartpilot, kørecomputer, infocenter, auto. nedbl. bakspejl, udv. temp. måler, højdejust. førersæde, el-ruder, 4x el-ruder, el-spejle, el-klapbare sidespejle,  dæktryksmåler, elektrisk parkeringsbremse, cd/radio, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, usb tilslutning, armlæn, isofix, bagagerumsdækken, dellæder, splitbagsæde, læderrat, airbag, automatisk nødbremsesystem, abs, antispin, esp, servo,  mørktonede ruder i bag, lev. nysynet, service historik. 

🟢 HAR DU EVENTUELT OVERVEJET ?
Udvidet garanti i op til 48 mdr.
Vinterhjul
Undervognsbehandling
Ladeboks
Kom gerne forbi butikken, eller giv os et kald på telefon.

🟢 ØKONOMI
Attraktiv finansiering tilbydes.
kontakt os for et skræddersyet tilbud.

🟢 FORHØR DIG OM
Serviceaftale I Randers
CarGarantie forsikring.

🟢 FOR NÆRMERE INFO

Ring til Tel: 87 95 98 99

Der tages Forbehold for taste fejl","Randers SØ, Østjylland",id4647,Detaljer,"Ebeltoftvej 1, 8960 Randers SØ",CVR-nr.: 28281986,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6307827
397.880 kr.,VW ID.4Style 5d,"8/2024, 1.000 km, 538 km rækkevidde, El","Highlights
⭐ Interiørpakke Style Grey/Black
⭐ Komfortpakke Plus
⭐ Designpakke
⭐ 20"" letmetalfælge Drammen
⭐ Multimediapakke
⭐ Assistentpakke Plus
⭐   360° kamera
⭐ Varmepumpe
⭐ Svingbart træk
⭐ Bakkamera
⭐ adaptiv fartpilot
⭐ varme i rat
⭐ nøglefri betjening
⭐ parkeringssensor (for)
⭐ parkeringssensor (bag)
⭐ fuld led forlygter
⭐ fjernlysassistent
⭐ 20"" alufælge
⭐ 3 zone klima
⭐ Regnsensor
⭐ Sædevarme
⭐ 4x el-ruder
⭐ el-klapbare sidespejle m. varme
⭐ elektrisk parkeringsbremse
⭐ træthedsregistrering
⭐ skiltegenkendelse
⭐ el betjent bagklap
⭐ vognbaneassistent
⭐ automatisk nødbremsesystem
⭐ dab radio
⭐ multifunktionsrat
⭐ android auto
⭐ apple carplay
⭐ stofindtræk
⭐ dellæder
⭐ læderrat

🔋77kwh - 510 km rækkevidde🔋

Interiørpakke Style Grey/Black, Komfortpakke Plus, Designpakke, 20"" letmetalfælge Drammen, Multimediapakke, Assistentpakke Plus, Varmepumpe, 360° kamera, Svingbart træk, bakkamera, adaptiv fartpilot, varme i rat, nøglefri betjening, parkeringssensor (for), parkeringssensor (bag), fuld led forlygter, fjernlysassistent, 20"" alufælge, 3 zone klima, regnsensor, sædevarme, 4x el-ruder, el-klapbare sidespejle m. varme, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, el betjent bagklap, vognbaneassistent, automatisk nødbremsesystem, dab radio, multifunktionsrat, android auto, apple carplay, stofindtræk, dellæder, læderrat","Tønder, Syd- og Sønderjylland",id2089,Detaljer,"Ribe Landevej  55, 6270 Tønder",CVR-nr.: 39632217,https://www.bilbasen.dk/brugt/bil/vw/id4/style-5d/6177336
397.585 kr.,VW ID.4Style 5d,"10/2024, 1.000 km, 533 km rækkevidde, El","Anhængertræk med svingbar krog og el-frigørelse, Interiørpakke Style Plus Grey/Black, Assistentpakke Plus, Designpakke, Multimediapakke, Varmepumpe, 19"" alufælge, varme i rat, 2 zone klima, nøglefri betjening, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, 4x el-ruder, el-klapbare sidespejle m. varme, automatisk parkerings system, 360° kamera, bakkamera, parkeringssensor (bag), parkeringssensor (for), adaptiv fartpilot, el betjent bagklap, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab+ radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, android auto, apple carplay, trådløs mobilopladning, usb tilslutning, armlæn, isofix, kopholder, dellæder, splitbagsæde, læderrat, el komfortsæder, el indst. forsæder, el indst. førersæde m. memory, automatisk lys, fjernlysassistent, kurvelys, led kørelys, fuld led forlygter, airbag, abs, esp, servo, vognbaneassistent, blindvinkelsassistent, automatisk nødbremsesystem, tagræling, mørktonede ruder i bag, ikke ryger, service ok","Ribe, Syd- og Sønderjylland",id2236,Detaljer,"Industrivej 1 + 5A, 6760 Ribe",CVR-nr.: 62639717,https://www.bilbasen.dk/brugt/bil/vw/id4/style-5d/6271116
199.900 kr.,VW ID.4Pure Performance 5d,"7/2022, 32.500 km, 343 km rækkevidde, El","- Bakkamera
- App-Connect
- Navigation 

aut.gear/tiptronic, fuldaut. klima, elektrisk kabinevarmer, fjernb. c.lås, nøglefri betjening, Fartpilot, 4x el-ruder, el-klapbare sidespejle m. varme, bakkamera, parkeringssensor (bag), parkeringssensor (for), automatisk start/stop, elektrisk parkeringsbremse, træthedsregistrering, dab+ radio, navigation, multifunktionsrat, bluetooth, digitalt cockpit, android auto, apple carplay, armlæn, isofix, automatisk lys, fuld led forlygter, 7 airbags, abs, antispin, esp, servo, tagræling, service ok, el-klapbare sidespejle m. varme","Birkerød, Nordsjælland",id1321,Detaljer,"Birkerød Kongevej 59, 3460 Birkerød",CVR-nr.: 58387819,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-performance-5d/6270712
247.800 kr.,VW ID.4Pro Performance 5d,"10/2021, 31.000 km, 517 km rækkevidde, El","Træd ind i fremtiden med stil i denne VW ID.4 Pro Performance denne elbil næsten som ny og klar til at levere en imponerende køreoplevelse. ID.4 er designet til at imødekomme behovene fra moderne bilister med sit rummelige interiør, avancerede teknologier og imponerende ydeevne.

Rækkevidde op til 520 km (WLTP) 
Opladning fra 10-80% på ca. 30 minutter

*Apple CarPlay 
* Navigation
* LED lys 
* P-sensor for og bag
* Front assist 
* 3-Faset AC Opladning 
* CCS Lynopladning 
* Android Auto
* Climatronic 
* Meget meget mere. 

Mormorlader + type 2 medfølger

Vi tager forbehold for tastefejl.","Hvidovre, København",id11891,Detaljer,"Gungevej 15, 2650 Hvidovre",CVR-nr.: 40472738,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6175614
249.800 kr.,VW ID.4Pro Performance 1ST 5d,"4/2021, 34.000 km, 490 km rækkevidde, El","Gør dig klar til at træde ind i fremtiden med denne eksklusive VW ID.4 Pro Performance 1ST denne elbil næsten ny og lever op til sit ry som en pioner inden for elektrisk mobilitet. ID.4 1ST kombinerer imponerende ydeevne med banebrydende teknologi og stilfuldt design.

* Adaptiv fartpilot
* Parkeringssensor (for + bag) og bakkamera
* Navigation 
* Apple CarPlay 
* Digitalt cockpit
* Fjernlysassistent
* Android Auto 
* Varme i rat
* 2 zone klima
* Nøglefri start
* Skiltegenkendelse

Mormorlader + Type 2 medfølger

Vi tager højde for tastefejl.","Hvidovre, København",id11891,Detaljer,"Gungevej 15, 2650 Hvidovre",CVR-nr.: 40472738,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6175329
