Model,Pris,Kørte_kilometer,Link_til_bil
"VW ID.4 ProPerformance+JETZT ab 2,74% Zins+","38.250 €ab 504€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 ProPerformance+JETZT ab 2,74% Zins+●○○○○ Hoher Preis: 38.250 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 6000 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",6.000 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1869040598&num_on_page=1&page=49&search_id=56381555&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Performance IQ.LIGHT*AHK*NAVI*WÄRMEPUMPE*KAMERA*20ZOLL,"36.699 €ab 483€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance IQ.LIGHT*AHK*NAVI*WÄRMEPUMPE*KAMERA*20ZOLL●○○○○ Hoher Preis: 36.699 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 24900 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",24.900 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1883723028&num_on_page=2&page=49&search_id=56381555&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro |AHK|WPumpe|CarPlay|MATRIX|LM|KlimaA,"37.135 €ab 489€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro |AHK|WPumpe|CarPlay|MATRIX|LM|KlimaA●○○○○ Hoher Preis: 37.135 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 8963 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Klimaanlage, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",8.963 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1899978315&num_on_page=3&page=49&search_id=56381555&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Perf. 1st Edition 20 NAVI LED ACC KAMERA,"31.650 €ab 417€ finanzieren ↗●●○○○ Erhöhter Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Perf. 1st Edition 20 NAVI LED ACC KAMERA●●○○○ Erhöhter Preis: 31.650 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.800 €●●●●○ Guter Preis: 25.800 € zu 27.200 €●●●○○ Fair Preis: 27.200 € zu 30.100 €●●○○○ Erhöhter Preis: 30.100 € zu 31.500 €●○○○○ Hoher Preis: 31.500 € zu 57.300 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2020Kraftstoff: ElektroGetriebe: AKilometerzähler: 40150 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie×",40.150 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1905694827&num_on_page=4&page=49&search_id=56381555&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro 77 kWh 210 kW Pro mit Wärmepumpe,"44.900 €ab 592€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro 77 kWh 210 kW Pro mit Wärmepumpe●○○○○ Hoher Preis: 44.900 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 210 PSErstzulassung: 2024Kraftstoff: ElektroGetriebe: AKilometerzähler: 11800 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Servolenkung, Anhängerkupplung, Fensterheber×",11.800 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1894339025&num_on_page=5&page=49&search_id=56381555&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Performance IQ.LIGHT*AHK*DIGITAL*NAVI*KAMERA*WÄRMEPUMPE*20ZOLL,"36.699 €ab 483€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance IQ.LIGHT*AHK*DIGITAL*NAVI*KAMERA*WÄRMEPUMPE*20ZOLL●○○○○ Hoher Preis: 36.699 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 27400 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",27.400 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1883659776&num_on_page=1&page=49&search_id=56381555&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Performance FAHRSCHULWAGEN NAVI AHK,"28.750 €ab 379€ finanzieren ↗●●●○○ Fair Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance FAHRSCHULWAGEN NAVI AHK●●●○○ Fair Preis: 28.750 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 24.800 €●●●●○ Guter Preis: 24.800 € zu 26.100 €●●●○○ Fair Preis: 26.100 € zu 28.900 €●●○○○ Erhöhter Preis: 28.900 € zu 30.300 €●○○○○ Hoher Preis: 30.300 € zu 55.000 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 46684 kmAusstattung / Eigenschaften: ABS, Airbag, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",46.684 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1905603206&num_on_page=2&page=49&search_id=56381555&title=VW+ID.4+gebraucht+kaufen
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
VW ID.4 Pro Performance*MATRIX*Wärmepumpe*AHK*KAM*Design*,"36.430 €ab 480€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance*MATRIX*Wärmepumpe*AHK*KAM*Design*●○○○○ Hoher Preis: 36.430 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 40305 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",40.305 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1883777171&num_on_page=1&page=50&premium=false&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen,"36.430 €ab 480€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen●○○○○ Hoher Preis: 36.430 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 19887 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Fensterheber×",19.887 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1910334318&num_on_page=2&page=50&premium=false&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro Performance | NAVI | PANO | AHK | LED |,446 €/ Monat,9.976 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1901251304&num_on_page=3&page=50&premium=false&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pure LED Navi CCS ACC Sthz,"24.888 €ab 327€ finanzieren ↗●●●●○ Guter Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pure LED Navi CCS ACC Sthz●●●●○ Guter Preis: 24.888 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 23.900 €●●●●○ Guter Preis: 23.900 € zu 25.200 €●●●○○ Fair Preis: 25.200 € zu 27.900 €●●○○○ Erhöhter Preis: 27.900 € zu 29.200 €●○○○○ Hoher Preis: 29.200 € zu 53.100 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 109 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 22700 kmAusstattung / Eigenschaften: ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Standheizung, Scheckheftgepflegt, Servolenkung, Fensterheber×",22.700 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1893286293&num_on_page=1&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Performance 150 KW / 77,"37.500 €ab 495€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance 150 KW / 77●○○○○ Hoher Preis: 37.500 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 17900 kmAusstattung / Eigenschaften: ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Fensterheber×",17.900 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1873019161&num_on_page=2&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
"VW ID.4 Pro 77 kWh AHK 19"" AR-HUD IQ HARMAN PANO","49.390 €ab 650€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro 77 kWh AHK 19"" AR-HUD IQ HARMAN PANO●○○○○ Hoher Preis: 49.390 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 210 PSErstzulassung: 2024Kraftstoff: ElektroGetriebe: AKilometerzähler: 3000 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Schiebedach, Servolenkung, Anhängerkupplung, Fensterheber×",3.000 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1837945917&num_on_page=3&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pure City 149PS 52kWh Wärmepumpe Alu18ACC,"25.600 €ab 338€ finanzieren ↗●●●●● Superpreis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pure City 149PS 52kWh Wärmepumpe Alu18ACC●●●●● Superpreis: 25.600 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 110 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 22280 kmAusstattung / Eigenschaften: Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Stabilitätskontrolle (ESP), Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Fensterheber×",22.280 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1897953354&num_on_page=4&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro 77 kWh 1-Gang-Automatik,"54.190 €ab 714€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro 77 kWh 1-Gang-Automatik●○○○○ Hoher Preis: 54.190 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: LimousineLeistung: 210 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 0 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",0 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1673508222&num_on_page=5&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen GTX 4motion 220kW ''HeadUp-PANO-AHV'',"47.890 €ab 631€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen GTX 4motion 220kW ''HeadUp-PANO-AHV''●○○○○ Hoher Preis: 47.890 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 9500 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Bordcomputer, Stabilitätskontrolle (ESP), Aktives Kurvenlicht, Außenspiegel, Navigation, Regensensor, Elektr. verstellbarer Sitz, Sitzheizung, Schiebedach, Fensterheber×",9.500 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1880749951&num_on_page=1&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen PRO PERFORMANCE WÄRMEPUMPE PANO AHK,"34.950 €ab 460€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen PRO PERFORMANCE WÄRMEPUMPE PANO AHK●○○○○ Hoher Preis: 34.950 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 39947 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Regensensor, Elektr. verstellbarer Sitz, Sitzheizung, Scheckheftgepflegt, Schiebedach, Servolenkung, Anhängerkupplung×",39.947 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1894816292&num_on_page=2&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Perfomance NAVI LED ACC PDC,"27.270 €ab 359€ finanzieren ↗●●●○○ Fair Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Perfomance NAVI LED ACC PDC●●●○○ Fair Preis: 27.270 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 34890 kmAusstattung / Eigenschaften: ABS, Airbag, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Fensterheber×",34.890 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1875266876&num_on_page=3&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pure PDC LED Navi AppConnect LaneAssist,"23.777 €ab 313€ finanzieren ↗●●●●● Superpreis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pure PDC LED Navi AppConnect LaneAssist●●●●● Superpreis: 23.777 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 23.900 €●●●●○ Guter Preis: 23.900 € zu 25.200 €●●●○○ Fair Preis: 25.200 € zu 27.900 €●●○○○ Erhöhter Preis: 27.900 € zu 29.200 €●○○○○ Hoher Preis: 29.200 € zu 53.100 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 109 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 37993 kmAusstattung / Eigenschaften: ABS, Airbag, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Scheckheftgepflegt, Servolenkung×",37.993 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1903249040&num_on_page=4&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pure Performance,"40.585 €ab 534€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pure Performance●○○○○ Hoher Preis: 40.585 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.000 €●●●●○ Guter Preis: 26.000 € zu 27.400 €●●●○○ Fair Preis: 27.400 € zu 30.300 €●●○○○ Erhöhter Preis: 30.300 € zu 31.700 €●○○○○ Hoher Preis: 31.700 € zu 57.700 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 125 PSErstzulassung: 2024Kraftstoff: ElektroGetriebe: AKilometerzähler: 1000 kmAusstattung / Eigenschaften: Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Garantie, Wegfahrsperre, Außenspiegel, Navigation, Scheckheftgepflegt, Servolenkung×",1.000 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1907162632&num_on_page=5&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro Performance DesignKomfort IQ.LED,"43.900 €ab 579€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro Performance DesignKomfort IQ.LED●○○○○ Hoher Preis: 43.900 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 2499 kmAusstattung / Eigenschaften: Alarmanlage, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Schiebedach, Anhängerkupplung×",2.499 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1894187142&num_on_page=1&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
VW ID.4 GTX 4MOTION+PANO+AHK+RFK+NAV+APP+PARKASSIST,"49.970 €ab 658€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 GTX 4MOTION+PANO+AHK+RFK+NAV+APP+PARKASSIST●○○○○ Hoher Preis: 49.970 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 17000 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Regensensor, Elektr. verstellbarer Sitz, Sitzheizung, Scheckheftgepflegt, Schiebedach, Servolenkung, Anhängerkupplung, Fensterheber×",17.000 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1881512391&num_on_page=2&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen PURE NAVI+HEAD UP+ACC+SHZ+PDC,"24.912 €ab 328€ finanzieren ↗●●●●○ Guter Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen PURE NAVI+HEAD UP+ACC+SHZ+PDC●●●●○ Guter Preis: 24.912 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 23.900 €●●●●○ Guter Preis: 23.900 € zu 25.200 €●●●○○ Fair Preis: 25.200 € zu 27.900 €●●○○○ Erhöhter Preis: 27.900 € zu 29.200 €●○○○○ Hoher Preis: 29.200 € zu 53.100 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 109 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 39900 kmAusstattung / Eigenschaften: ABS, Airbag, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Fensterheber×",39.900 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1900243028&num_on_page=3&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
