Model,Pris_DKK,Kilometer_kategori,Land
VW ID.4Pro Performance 1ST 5d,229900,0-10k,Danmark
VW ID.4Pro Performance 5d,254900,0-10k,Danmark
VW ID.4Pro Performance 5d,299900,0-10k,Danmark
VW ID.4Pro Performance 5d,269900,0-10k,Danmark
VW ID.4Pro Performance 1ST Max 5d,259900,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,232500,0-10k,Danmark
VW ID.4Pro Performance Business 5d,279900,0-10k,Danmark
VW ID.4Pure 5d,179800,0-10k,Danmark
VW ID.4Pro 5d,279900,10-50k,Danmark
VW ID.4Pro Performance 1ST Max 5d,279900,0-10k,Danmark
VW ID.4Pro Performance Max 5d,274900,0-10k,Danmark
VW ID.4Pro Performance Business 5d,259980,0-10k,Danmark
VW ID.4Pro Performance 5d,334900,0-10k,Danmark
VW ID.4Pro Performance 5d,259900,0-10k,Danmark
VW ID.4Pro Performance Tech 5d,254900,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,239900,0-10k,Danmark
VW ID.4Pro Performance Tech 5d,289900,0-10k,Danmark
VW ID.4Pro Performance 5d,239800,0-10k,Danmark
VW ID.4Pro Performance 5d,342800,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,254900,0-10k,Danmark
VW ID.4Pro Performance 5d,309980,0-10k,Danmark
VW ID.4Pro Performance 1ST Max 5d,279900,10-50k,Danmark
VW ID.4Pro Performance 1ST 5d,268900,0-10k,Danmark
VW ID.4Pro Performance 5d,342900,0-10k,Danmark
VW ID.4GTX 4Motion 5d,314900,10-50k,Danmark
VW ID.4Pro Performance 5d,334900,0-10k,Danmark
VW ID.4Life 5d,299500,0-10k,Danmark
VW ID.4Pro Performance 5d,249800,0-10k,Danmark
VW ID.4Pro Performance Life 5d,209800,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,249900,10-50k,Danmark
VW ID.4Pro 5d,270000,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,279900,0-10k,Danmark
VW ID.4Pro Performance Family 5d,239900,0-10k,Danmark
VW ID.4Pro Performance 5d,284900,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,259990,0-10k,Danmark
VW ID.4Pro Performance 1ST Max 5d,254900,0-10k,Danmark
VW ID.41ST Max 5d,279900,0-10k,Danmark
VW ID.4Pro Performance 5d,299900,0-10k,Danmark
VW ID.4Pro Performance 5d,259995,0-10k,Danmark
VW ID.4Pure Performance 5d,179900,0-10k,Danmark
VW ID.4Pro Performance 5d,299900,0-10k,Danmark
VW ID.4Pro 5d,274700,10-50k,Danmark
VW ID.45d,234900,0-10k,Danmark
VW ID.4Pro Performance Life 5d,239900,0-10k,Danmark
VW ID.4Pro Performance 1ST Max 5d,274900,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,259900,0-10k,Danmark
VW ID.4Pro Performance 5d,229900,0-10k,Danmark
VW ID.4Pro Performance 5d,259000,0-10k,Danmark
VW ID.4Pro Performance 5d,269900,0-10k,Danmark
VW ID.4Pro Performance Life 5d,279995,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,249895,0-10k,Danmark
VW ID.4Pro Performance 1ST Max 5d,254900,0-10k,Danmark
VW ID.4Pro Performance 1ST Max 5d,274900,0-10k,Danmark
VW ID.4Pro Performance Family 5d,269900,0-10k,Danmark
VW ID.4Pro Performance 5d,229900,0-10k,Danmark
VW ID.4Pure 5d,209900,0-10k,Danmark
VW ID.4Family Performance 5d,289900,10-50k,Danmark
VW ID.4GTX 4Motion 5d,394800,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,239400,0-10k,Danmark
VW ID.4Pro Performance 5d,279900,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,229900,0-10k,Danmark
VW ID.4Pro Performance 5d,224900,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,239900,0-10k,Danmark
VW ID.4Style 5d,397880,0-10k,Danmark
VW ID.4Style 5d,397585,0-10k,Danmark
VW ID.4Pure Performance 5d,199900,0-10k,Danmark
VW ID.4Pro Performance 5d,247800,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,249800,0-10k,Danmark
VW ID.4Pro Performance Business 5d,244900,0-10k,Danmark
VW ID.41ST Pro 5d,239000,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,214900,0-10k,Danmark
VW ID.4Pro Performance 5d,229900,0-10k,Danmark
VW ID.4Pro Performance 5d,239900,0-10k,Danmark
VW ID.4Pro Performance 5d,254900,0-10k,Danmark
VW ID.4Pro Performance 1ST Max 5d,289900,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,229900,0-10k,Danmark
VW ID.4Pro Performance Family 5d,269900,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,249900,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,229700,0-10k,Danmark
VW ID.4Pro Performance 5d,226900,0-10k,Danmark
VW ID.4Pro Performance 5d,289000,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,239900,0-10k,Danmark
VW ID.41ST 5d,239995,0-10k,Danmark
VW ID.4Pro Performance 1ST Max 5d,279900,0-10k,Danmark
VW ID.4Pro Performance 5d,309900,0-10k,Danmark
VW ID.4GTX 4Motion 5d,299000,0-10k,Danmark
VW ID.4Pro Performance 5d,299995,0-10k,Danmark
VW ID.4Pro Performance Max 5d,289900,0-10k,Danmark
VW ID.4Pro Performance 5d,244900,0-10k,Danmark
VW ID.4Pro Performance 5d,234900,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,249500,0-10k,Danmark
VW ID.4Pure 5d,224900,0-10k,Danmark
VW ID.4Pure Performance 5d,214900,0-10k,Danmark
VW ID.4Pro Performance 5d,314900,0-10k,Danmark
VW ID.4Life 5d,294900,0-10k,Danmark
VW ID.41ST Max 5d,239900,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,279900,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,234900,0-10k,Danmark
VW ID.4Style 5d,397385,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,217900,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,259000,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,234800,0-10k,Danmark
VW ID.4Life 5d,294900,0-10k,Danmark
VW ID.4Pro Performance 5d,284900,0-10k,Danmark
VW ID.4Tech Performance 5d,264900,0-10k,Danmark
VW ID.4Pro Performance 5d,269900,0-10k,Danmark
VW ID.4Pro Performance 5d,239000,10-50k,Danmark
VW ID.4Pro Performance Life 5d,239900,0-10k,Danmark
VW ID.4Pro Performance 5d,289700,0-10k,Danmark
VW ID.4Pro Performance 1ST Max 5d,279900,0-10k,Danmark
VW ID.4GTX 4Motion 5d,339800,0-10k,Danmark
VW ID.4Pure Performance 5d,249900,0-10k,Danmark
VW ID.4Pro Performance 5d,309980,0-10k,Danmark
VW ID.4GTX 4Motion 5d,319900,0-10k,Danmark
VW ID.4Pro Performance 1ST 5d,284900,0-10k,Danmark
VW ID.4Pro Performance 5d,319000,10-50k,Danmark
VW ID.4Pro 5d,369900,10-50k,Danmark
VW ID.4Pro Performance 1ST Max 5d,314700,10-50k,Danmark
VW ID.4GTX 4Motion 5d,329700,0-10k,Danmark
VW ID.4Pure Performance 5d,279900,10-50k,Danmark
VW ID.4 Volkswagen Pro Performance 1GangAutomatik,3156937.5,16420,Tyskland
VW ID.4 Pro 77 kWh 210 kW Pro mit Infotainm.P. 5 Türen,450566.68750000006,10,Tyskland
VW ID.4 Pro 77 kWh 210 kW Pro mit Infotainm.P. 5 Türen,450566.68750000006,10,Tyskland
VW ID.4 Pure 52 kWh 125 kW Pure mit Infotainm.P. 5 Türen,468213.87500000006,0,Tyskland
VW ID.4 Pro 77 kWh 210 kW Pro 5 Türen,536260.3125,0,Tyskland
VW ID.4 Pro 77 kWh 210 kW Pro mit Infotainm.P. 5 Türen,519525.75000000006,1,Tyskland
VW ID.4 Pro 77 kWh 210 kW Pro mit Infotainm.P. 5 Türen,519861,0,Tyskland
VW ID.4 PRO LM20 NAVI KAMERA IQ.LIGHT,337857.5,46242,Tyskland
VW ID.4 GTX LM20 PANO WÄRMEPUMPE SPORTPAKET,322957.5,63002,Tyskland
VW ID.4 Pro Perf 21 AHK 360KAMERA IQ.LIGHT WÄRMEP.,372500,27490,Tyskland
VW ID.4 Pure Performance Goal,456685,10,Tyskland
VW ID.4 GTX 4mot. WärmePumpe NaviPro MatrixLED Panorama 1GangAutomatik,372313.75,42622,Tyskland
VW ID.4 Pro GOAL 1 GangAutomatik LEDDesignPaket,531864.8125,50,Tyskland
VW ID.4 PRO PERFORMANCE 204PS ACC.5JG.AHK.KAMERA.N,335156.875,8150,Tyskland
VW ID.4 Pro Performance 150 kWLEDNAVIACC,297813.75,28070,Tyskland
VW ID.4 Pro Performance AHK IQ.Light CCS Navi Pano Alu19Hamar 1Gang,331469.125,32458,Tyskland
VW ID.4 Elektro Pro Performance MatrixNAVACCSH,288501.25,28630,Tyskland
VW ID.4 PRO PERFORMANCE NAVI IQ.LIGHT LM20,328545,34999,Tyskland
VW ID.4 PRO PERFORMANCE 204PS LED.KAMERA.CCS.ACC.NA,292785,39980,Tyskland
VW ID.4 PURE 170PS 5JG MATRIX.CCS.WÄRMEPUMPE.NAVI.,268945,23400,Tyskland
VW ID.4 GTX ACC Kamera 360 Wärmepumpe,335054.4375,29644,Tyskland
VW ID.4 Pro Performance NAVI AHK ACC LED,353223.125,11919,Tyskland
VW ID.4 GTX 4MOTION AHK IQ.DRIVE WKR Assistenzpaket,429678.75,35000,Tyskland
VW ID.4 PRO SILVER 82kWh LED APPCONNECT SITZH AHK,266337.5,61339,Tyskland
VW ID.4 GTX ACC Kamera 360 Wärmepumpe,353679.4375,29644,Tyskland
VW ID.4 GTX 4MOTION 250 kW 340 PS Design KomfortInfo Plus Winterräder,643382,0,Tyskland
VW ID.4 150kW Pro Performance MATRIXLED SHZ,264475,33060,Tyskland
VW ID.4 PURE 170PS 5JG LED.NAVI.ACC.CCS.2xPDC.SITZ,287570,25600,Tyskland
VW ID.4 Pro Performance NAVI AHK ACC LED,353223.125,11919,Tyskland
VW ID.4 PRO PERFORMANCE NAVI IQ.LIGHT LM20,328545,34999,Tyskland
VW ID.4 GTX LM20 PANO WÄRMEPUMPE SPORTPAKET,322957.5,63002,Tyskland
VW ID.4 PRO SILVER 82kWh LED APPCONNECT SITZH AHK,266337.5,61339,Tyskland
VW ID.4 GTX 4MOTION AHK IQ.DRIVE WKR Assistenzpaket,429678.75,35000,Tyskland
VW ID.4 Pro Perf 21 AHK 360KAMERA IQ.LIGHT WÄRMEP.,372500,27490,Tyskland
VW ID.4 Elektro Pro Performance AHKMatrixNAVSH,339347.5,28155,Tyskland
VW ID.4 Volkswagen Family 15077 AHK Pano,195562.5,146126,Tyskland
VW ID.4 Volkswagen Pro Performance Max Matrix ACC WP Kessy Nav,291388.125,20000,Tyskland
VW ID.4 Elektro GTX MatrixPDachNAVWärmepumpeSH,395595,10431,Tyskland
VW ID.4 Elektro GTX,372313.75,7170,Tyskland
VW ID.4 Elektro Pro Performance AHKMatrixNAVRFK,344003.75,12714,Tyskland
VW ID.4 Volkswagen GTX 4M ALLBLACK 20ACCPANOIQMTRXSPORT,352105.625,14612,Tyskland
VW ID.4 Volkswagen GTX Navi AHK HUD Pano Area View Travel WP 2,414313.125,25391,Tyskland
VW ID.4 Pro Performance AHK LED Navi Keyless,288501.25,3490,Tyskland
VW ID.4 Volkswagen GTX 4M 20ZACCIQLIGHTSIDE360WÄRMEPUMPE,360952.5,21171,Tyskland
"VW ID.4 Volkswagen Pure 10952 285,ohne Anzahlung ACC Wärmepumpe",223034.375,24693,Tyskland
"VW ID.4 Volkswagen Pro Performance 15077 341,ohne Anzahlung Navi A",288221.875,37067,Tyskland
"VW ID.4 Volkswagen Pro 4M 19577 389,ohne Anzahlung AHK Wärmepumpe",344096.875,21323,Tyskland
VW ID.4 Elektro Pro Performance AHKMatrixPDach,362628.75,23540,Tyskland
"VW ID.4 Volkswagen GTX 22077 388,ohne Anzahlung Pano Anschlussgara",325471.875,37863,Tyskland
"VW ID.4 Volkswagen GTX 22077 384,ohne Anzahlung Navi Kamera Anschl",316159.375,44034,Tyskland
VW ID.4 Volkswagen Pure City Mon. Leasingrate 351Euro o.Anzahl,231601.875,5904,Tyskland
VW ID.4 Elektro Pro Performance AHKMatrixNAVRFK,348660,17101,Tyskland
"VW ID.4 Volkswagen Pro Performance 15077 359,ohne Anzahlung Navi A",306846.875,24694,Tyskland
VW ID.4 Volkswagen Pro Performance LED 19 NAVI PDC,268945,17000,Tyskland
"VW ID.4 Volkswagen Pure Performance 12552 294,ohne Anzahlung",278909.375,13220,Tyskland
"VW ID.4 Volkswagen Pro Performance 15077 359,ohne Anzahlung AHK IQ",316159.375,7886,Tyskland
"VW ID.4 Volkswagen Pro Performance 15077 313,ohne Anzahlung AHK Wä",302190.62500000006,61020,Tyskland
VW ID.4 Volkswagen Elektro Pro Performance AHKMatrixPDach,362628.75,25474,Tyskland
VW ID.4 Volkswagen Pro Navi Pro AHK WP 19LM Gjr LED SHZ ACC Ap,324913.125,15913,Tyskland
VW ID.4 Pure,279095.625,9900,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kWNAVIAHKLED20ALU,227131.875,85000,Tyskland
VW ID.4 Volkswagen Pro Performance KAMERA AHK IQ.LIGHT WÄRMEP,346890.625,15280,Tyskland
VW ID.4 Volkswagen Pro Performance AHKACCIQ.LIGHTRÜCKFAHRK.,399413.125,15500,Tyskland
VW ID.4 Volkswagen Pro Performance AHK IQ.Light CCS Navi Pano,331459.81250000006,32458,Tyskland
VW ID.4 Volkswagen 77KWhProPerf.P.ConfortLM19,353781.875,21330,Tyskland
VW ID.4 Volkswagen First 77 kWh Net binnen,265164.125,109304,Tyskland
VW ID.4 Volkswagen GTX 4Motion 4x Paket AHK WÄRMEP. LED KAMERA,391031.875,26527,Tyskland
VW ID.4 Volkswagen Pro FIRST EDITION WÄRMEPUMPE AHK REARVIEW A,288594.375,60530,Tyskland
VW ID.4 Volkswagen Pure 52 kWh 109 kW Pure Pure Fahrschule,195553.18750000003,59999,Tyskland
VW ID.4 Volkswagen PRO LM20 NAVI KAMERA IQ.LIGHT,325751.25,46242,Tyskland
VW ID.4 Volkswagen Elektro Pro Performance Wärmepumpe AHKNAV,348660,4855,Tyskland
VW ID.4 Volkswagen Pro 4MOTION WÄRMEPUMPE PANORAMA AHK REARVIE,391022.5625,24999,Tyskland
"VW ID.4 Volkswagen GTX Vollaustst. Wärmep. 8x Alu, 5 J. Gar.",427443.75,10800,Tyskland
VW ID.4 Volkswagen Business 77 kWh Warmtepomp Prachtige k,265406.25,85438,Tyskland
VW ID.4 Volkswagen GTX Navi AHK HUD Pano Area View Travel WP 2,414303.8125,25391,Tyskland
VW ID.4 Volkswagen 77 kWh 4MOTION GTX mit Navi GTX,367843.75,15000,Tyskland
VW ID.4 Volkswagen Pro Performance LED 19 NAVI PDC,268945,17000,Tyskland
VW ID.4 Volkswagen Pro 77 kWh 195 kW 4MOTION Pro mit Navi Pro,367843.75,14000,Tyskland
VW ID.4 Pure Performance Navi LED,224990,28660,Tyskland
VW ID.4 Volkswagen GTX Navi Pano AHK HUD IQLED ACC SHZ,442250.625,11363,Tyskland
VW ID.4 Volkswagen GTX 4Motion Navi LEDMatrix LM20AHZV SH,390193.75,35000,Tyskland
VW ID.4 Volkswagen Pro Performance NAV PANO MATRIX 4xKAM HEAD MEMORY,381067.5,9900,Tyskland
"VW ID.4 Volkswagen Pro AHK IQ.LIGHT Ganzja Rate 299 Euro 0,99",3557375,14278,Tyskland
VW ID.4 Pure Performance NaviPro ACC SHZ,239843.4375,43600,Tyskland
VW ID.4 Volkswagen Pro Performance 77 kWh 150 kW Pro,265406.25,19500,Tyskland
VW ID.4 Volkswagen Pro Performance 1GangAutomatik,3156937.5,16420,Tyskland
VW ID.4 Volkswagen Pro Navi ACC LED PDC,3250062.5,7336,Tyskland
VW ID.4,323330,26125,Tyskland
VW ID.4 Volkswagen GTX 4M Matrix ACC Pano Navi,344376.25,28200,Tyskland
VW ID.4 Pro Performance Family 77 KWh Kam. Matrix Panoramadach,284869.375,73027,Tyskland
VW ID.4 Volkswagen Pro Performance AHK CCS Navi LED DAB 19Zoll,276953.75,26700,Tyskland
VW ID.4 Volkswagen Pro Performance 1GangAutomatik,3156937.5,16420,Tyskland
VW ID.4 PRO PERFORMANCE 77 KWH AUTOMATIK ACCRADAR,298931.25,34000,Tyskland
VW ID.4 Pro Performance NAVI LED ACC AHK,345950.0625,25917,Tyskland
VW ID.4 PURE LM19 AHK NAVIPRO ACC PDC LED,262426.25,52088,Tyskland
VW ID.4 GTX 4X4 PANO AHK 360CAM ACC LM21 EKLAPPE,399608.6875,13720,Tyskland
VW ID.4 Pro Performance AHK Navi Anschlussgarantie,390007.5,12908,Tyskland
VW ID.4 Pro Performance AHK Navi Anschlussgarantie,390007.5,11705,Tyskland
VW ID.4 Volkswagen Pro,447000,15000,Tyskland
VW ID.4 PRO MOVE 77 kWh NAVI LED KAMERA APP CONNECT,484063.75,0,Tyskland
VW ID.4 Pro Performance AHK Navi Anschlussgarantie,390007.5,10729,Tyskland
VW ID.4 Volkswagen 1st Pro PerformanceAHKNAVACCKAM,352012.5,38500,Tyskland
VW ID.4 150 kW Pro Performance AHKWÄRMEPUMPE,372406.875,23000,Tyskland
VW ID.4 Pro Performance WÄRMEPUMPE CAM ACC LM20 NAVI,341377.62500000006,14511,Tyskland
VW ID.4 PURE FAHRSCHULAUSSTATTUNG KAMERA NAVI,227225,31707,Tyskland
VW ID.4 PURE FAHRSCHULAUSSTATTUNG KAMERA NAVI,227225,31707,Tyskland
VW ID.4 Volkswagen Pure Wärmepumpe ACC Kamera EasyOpen Keyless,2691312.5,17541,Tyskland
VW ID.4 Volkswagen Pro AHKMatrixACCCarPlayel.HeckLEDLM,325797.8125,11965,Tyskland
VW ID.4 GTX 4Motion IQ.LIGHTREAR VIEWAHK,409191.25,10000,Tyskland
VW ID.4 GTX 4Motion Navi AHK Pano HUD Area View WP DCC 21LM,445975.625,28221,Tyskland
VW ID.4 Pro 77 kWh 210 kW Pro mit Infotainm.P. 5 Türen,470933.125,11,Tyskland
VW ID.4 Pro 286 PS 77 kWh LED KAMERA NAVI KEYLESS,471138,0,Tyskland
VW ID.4 Pro Performance Navi ACC LED Sitzhzg RearView,335035.8125,5742,Tyskland
VW ID.4 Volkswagen Pure Performance Navi LED GRA LaneAssist FrontAssist,2784437.5,22557,Tyskland
VW ID.4 Volkswagen PURE NAVI LED KAMERA SITZH,259632.5,10607,Tyskland
VW ID.4 Volkswagen GTX 4MotionAHKRFKLHZACC,408725.625,19500,Tyskland
VW ID.4,266058.125,68180,Tyskland
VW ID.4 Pro Performance WÄRMENAVIAHKACCRCAM,341023.75,19990,Tyskland
VW ID.4 PURE AHK NAVI LED APPCONNECT PDC,222941.25,27019,Tyskland
VW ID.4 GTX 4MOTION 77 KWH AUTOMATIK ALLRADNAVIAH,349218.75,59600,Tyskland
VW ID.4 Pure LED NAV SHZ RearView ParkAssist AppCon,250878.75,23087,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW,307312.5,16600,Tyskland
VW ID.4 Volkswagen Pro Performance HeadUpNaviLEDPDCKamera,316373.5625,32524,Tyskland
VW ID.4 150 kW Pro Performance mit InfotainmentPak,420831.875,4592,Tyskland
VW ID.4 GTX 4MOTION AHK Massage HUD 360,492445,9653,Tyskland
VW ID.4 Pro Perf. 1st Max 21 WÄRMEP. ACC MATRIX PANO,293250.625,55219,Tyskland
VW ID.4 Pro Performance AHK Navi LED ACC Klima SHZ,360952.5,10115,Tyskland
VW ID.4 Pure Ganzjahresreifen KAMERA KEYLESS LED BT,232346.875,9339,Tyskland
VW ID.4 Pro Performance Max HeadUpMatrixPanoDCC,317090.625,55500,Tyskland
VW ID.4 Pro SportPaket PDACH AHK WPumpe NAVI,398016.25,23750,Tyskland
VW ID.4 Pro Performance Navi AHK LED ACC PDC Klima,288594.375,60501,Tyskland
VW ID.4 GTX 4MOTION PANO NAVI LED AHK,415616.875,9218,Tyskland
VW ID.4 Pro Goal 286 PS 77 kWh 1GangAutomatik AHK,499550.43750000006,10,Tyskland
VW ID.4 GTX LM20 PANO WÄRMEPUMPE SPORTPAKET,327613.75,63002,Tyskland
VW ID.4 Pure Performance Navi LED,224990,28660,Tyskland
VW ID.4 Volkswagen Tech ACC HuD PANO IQ.LIGHT WÄRMEPUMPE 20Z,325471.875,19905,Tyskland
VW ID.4 PRO PERFORMANCE 77 KWH AUTOMATIK NAVICLIMA,284031.25,29100,Tyskland
VW ID.4 GTX 4MOTIONPANOAHKRFKNAVAPPPARKASSIST,471864.375,17000,Tyskland
VW ID.4 Pure ACC Leichtmetallfelgen Ganzjahresreifen,227690.625,38329,Tyskland
VW ID.4 Volkswagen PURE LM19 AHK NAVIPRO ACC PDC LED,250320,52088,Tyskland
VW ID.4 Volkswagen Pro Performance,298000,65000,Tyskland
VW ID.4 Pro Performance 1st Max 77 KWh HUD 360 AHK DCC Panoramadach,280213.125,109732,Tyskland
VW ID.4 Pure Performance,239983.125,29798,Tyskland
VW ID.4 GTX 4MOTIONPANOAHKRFKNAVAPPPARKASSIST,471864.375,17000,Tyskland
VW ID.4 Pro Performance 21HUDPANORAMATOPSPOSI,400344.375,50000,Tyskland
VW ID.4 Pro IQ.Light ACC Navi Wärmepumpe,465159.375,11750,Tyskland
VW ID.4 Volkswagen GTX 4Motion 220 kW 1GangAutomatik,358438.125,21632,Tyskland
VW ID.4 Pure Navi LED Climatronic LaneAssist,221423.3125,10000,Tyskland
"VW ID.4 Volkswagen Pure Performance 12552 294,ohne Anzahlung",278900.0625,13220,Tyskland
VW ID.4 Volkswagen Pro,363187.5,40000,Tyskland
VW ID.4 Volkswagen GTX 4MOTION AHKPANORAMA21ZOLLGARANTIEVE,428142.1875,153,Tyskland
VW ID.4 Pro Performance WÄRMEPUMPE CAM ACC LM20 NAVI,348138.5,9950,Tyskland
VW ID.4 Pro Performance ACCLANEASSIS.NAVIDAB,362908.125,12148,Tyskland
VW ID.4 Volkswagen Pro Performance IQ.Light NaviPro AHK ACC 21,330128.125,39248,Tyskland
VW ID.4 Pro 77 kWh MOVE Kamera SHZ Harman Assist,520736.37500000006,0,Tyskland
VW ID.4 Pro Performance 1st 82kWhLEDWÄRMEPUMPE,353781.875,39800,Tyskland
VW ID.4 GTX 4Motion HEADUPAHKMATRIXACCNAVILM,366670.375,27250,Tyskland
VW ID.4 Volkswagen Pro Navi ACC LED PDC,3250062.5,7336,Tyskland
VW ID.4 Volkswagen 4Motion GTX,419062.5,25000,Tyskland
VW ID.4 PURE NAVILEDACCSHZ,255274.25,11600,Tyskland
VW ID.4 Pure Wärmepumpe ACC Kamera EasyOpen Keyless,250971.875,17541,Tyskland
VW ID.4 Pro 150kW 1Gang Automatik 4 Türen,310013.125,25975,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kWBatterie84 KWACC...,328731.25,32000,Tyskland
VW ID.4 Volkswagen Pure 52 kWh 125 kW Pure mit Infotainm.P...,288594.375,24000,Tyskland
"VW ID.4 Volkswagen Pro Perform. 77 kWh 150 kW Navi 0,99",414871.875,12977,Tyskland
VW ID.4 Volkswagen Pro Performance 77 kWh 150 kW Pro ex Taxi,203012.5,143000,Tyskland
VW ID.4 220kw 4 Motion GTX AHK WÄRMEPUMPE 20 LM ACC,426419.375,16000,Tyskland
VW ID.4 Volkswagen Pro LED Matrix Alu AHK easy open,3371125,25966,Tyskland
VW ID.4 Volkswagen Pro Performance Navi LED AHK,360011.9375,14000,Tyskland
VW ID.4 Volkswagen PURE NAVIHEAD UPACCSHZPDC,3622562.5,39900,Tyskland
VW ID.4 Pure GOAL 125 kW 170 PS 52 kWh Bluetooth,471938.87500000006,0,Tyskland
VW ID.4 PURE AHK NAVI LED APPCONNECT PDC,228994.375,27019,Tyskland
VW ID.4 PURE NAVIPRO LED DAB APPCON CLIMATRONIC,220985.625,26530,Tyskland
VW ID.4 Pro 210 kW Goal,530626.25,0,Tyskland
VW ID.4 Volkswagen Pro Goal,5308125,1,Tyskland
VW ID.4 Pro Performance 77 kWh AHK WÄPU IQLED,352757.5,7900,Tyskland
VW ID.4 GTX 4M AHKPANOHdUpAreaViewWärmeMatrix,408539.375,6300,Tyskland
VW ID.4 Volkswagen PRO 128kW,400344.375,13500,Tyskland
"VW ID.4 Volkswagen Pro Performance 150 kW, Matrix,AHK,ACC,360",322678.125,26700,Tyskland
VW ID.4 GTX 4motion AHK ACC Navi HUD EasyOpen 360K,454310.3125,9685,Tyskland
VW ID.4 GTX 4M 220kWMatrixPANOAHKKAMACC,390752.5,38595,Tyskland
VW ID.4 Volkswagen Pro 128 kW,400344.375,23500,Tyskland
VW ID.4 Pro PerformanceAHKKAMWärmepumpeMatrix,348846.25,23487,Tyskland
VW ID.4 PRO PERFORMANCE LEDKAMPANOAHKWÄRMEPUMPE,383479.4375,18350,Tyskland
VW ID.4 Volkswagen Pro Performance,343631.25,17000,Tyskland
VW ID.4 PRO PERFORMANCE 77KWh NAVI PRO,288408.125,12287,Tyskland
VW ID.4 PURE NAVI PDC LED,228435.625,31774,Tyskland
VW ID.4 Volkswagen Pro Performance AHK PANO REAR VIEW WÄRMEP,376690.625,18490,Tyskland
VW ID.4 Volkswagen Pro Goal,5084625,1,Tyskland
VW ID.4 Volkswagen Pro Performance 204PS 77 kWh AHK ALU WR Pumpe,320350,23000,Tyskland
VW ID.4 Pro NAVIACCKAMERAKLIMALMEASYOPENZV,471147.31250000006,0,Tyskland
VW ID.4 Volkswagen Pro Performance 204PS 77kWh SportKomfort,362256.25,12230,Tyskland
VW ID.4 Pro Performance 77 kWh,361790.625,31000,Tyskland
VW ID.4 Volkswagen Pure NaviACCWKR,251344.375,17500,Tyskland
VW ID.4 Pro Performance AHK MatrixLED KLIMA,346695.0625,17299,Tyskland
VW ID.4 Pro 195 kW 4MOTION SHZNAVCARPLAYAHKBT,367378.125,12950,Tyskland
VW ID.4 Volkswagen Pro Performance 77 kWh 150 kW Pro,344469.375,508,Tyskland
VW ID.4 Volkswagen Pure GOAL 125 kW 170 PS 52 kWh 1GangAutomatik,3641187.5,1,Tyskland
VW ID.4 Pro Performance Matrix Keyless Rfk WiRä,287653.8125,29997,Tyskland
VW ID.4 Volkswagen NAVISHZACCLED Pure 109 kW City,223220.625,21009,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,614131.4375,0,Tyskland
VW ID.4 Pro Pakete Komf.DesignInfot.Assistenz,423625.625,6000,Tyskland
VW ID.4 Pro Perf. 1st Max 21 WÄRMEP. ACC MATRIX PANO,303960,55219,Tyskland
VW ID.4 Volkswagen Pure Performance 125 kW,242031.875,16500,Tyskland
VW ID.4 Volkswagen GTX Sportpaket Plus Wärmepumpe,399506.25,40000,Tyskland
VW ID.4 Pro Perf. IQ.LIGHT 20 PANO NAVI AREAVIEW ACC,332912.5625,26790,Tyskland
VW ID.4 Pro Performance 82 kWh Wärmep.AHK8fach,352850.625,6100,Tyskland
VW ID.4 Volkswagen GTX 4M ACC Navi DCC 8fach 20 IQ.Light HUD,310935.0625,34950,Tyskland
"VW ID.4 Volkswagen Pro Performance Navi,Matrix,AHKACC",390752.5,24444,Tyskland
VW ID.4 Volkswagen Pro Performance 204PS 77kWh,273787.5,16060,Tyskland
VW ID.4 Pro Performance 150kW77KWhMatrix20quot,343165.625,36941,Tyskland
VW ID.4 GTX 4Motion WärmepumpeAHK Garantie,431913.75,17500,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,520922.62500000006,0,Tyskland
